trans_period,DevelopmentRegion,RegionalDistrict,no_mkt_trans,no_resid_trans,no_resid_acreage_trans,resid_comm_count,no_resid_farm,no_resid_fam,no_res_1fam,no_resid_strata,no_resid_non_strata,no_resid_other,no_comm_tot,no_comm_comm,no_comm_strata_nores,no_comm_other,no_recr_tot,no_farm_tot,no_unkn_tot,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT
2016-06-15,Nechako & North Coast,BULKLEY-NECHAKO,23,22,10,,1,1,8,1,,1,,,,,1,,,3513980,152781.7,88500,44124.8,885
2016-06-22,Nechako & North Coast,BULKLEY-NECHAKO,64,60,20,,3,2,31,2,,2,,,,,1,2,1,13656947,213389.8,202000,175331.86,1902
2016-07-01,Nechako & North Coast,BULKLEY-NECHAKO,12,11,2,1,,,8,,,,,,,,,1,,2143625,178635.4,173950,24996,1764
2016-07-08,Nechako & North Coast,BULKLEY-NECHAKO,20,19,8,,,,10,,,1,,,,,1,,,3125450,156272.5,163750,36732.5,1637.5
2016-07-15,Nechako & North Coast,BULKLEY-NECHAKO,42,37,15,,,,21,,,1,1,1,,,,3,1,7598500,180916.7,167450,95560.5,1674.5
2016-07-22,Nechako & North Coast,BULKLEY-NECHAKO,44,39,18,3,2,,15,,,1,4,4,,,,1,,7071490,160715.7,117500,87117.28,1040
2016-08-01,Nechako & North Coast,BULKLEY-NECHAKO,18,16,5,1,,,10,,,,1,1,,,,,1,5451117,302839.8,220000,80442.35,2400
2016-08-08,Nechako & North Coast,BULKLEY-NECHAKO,22,21,7,,3,,10,1,,,,,,,1,,,4602140,209188.2,207120,58059.8,1675
2016-08-15,Nechako & North Coast,BULKLEY-NECHAKO,29,29,9,2,,,18,,,,,,,,,,,6048304,208562.2,195000,75519.49,1950
2016-08-22,Nechako & North Coast,BULKLEY-NECHAKO,43,43,15,5,,,22,,,1,,,,,,,,7595500,176639.5,175000,92915,1750
2016-09-01,Nechako & North Coast,BULKLEY-NECHAKO,21,20,7,,1,,12,,,,,,,,,1,,4756050,226478.6,227000,59890.5,2540
2016-09-08,Nechako & North Coast,BULKLEY-NECHAKO,21,21,5,,1,2,12,,,1,,,,,,,,3504900,166900,165000,38568,1650
2016-09-15,Nechako & North Coast,BULKLEY-NECHAKO,21,19,8,,,,9,,,2,1,1,,,,1,,3062400,145828.6,144000,35734,1440
2016-09-22,Nechako & North Coast,BULKLEY-NECHAKO,51,44,10,3,1,,21,,,9,1,,,1,1,2,3,8409802,164898.1,140000,106423.54,1400
2016-10-01,Nechako & North Coast,BULKLEY-NECHAKO,15,15,4,,,,11,,,,,,,,,,,2390415,159361,145000,28984.15,1450
2016-10-08,Nechako & North Coast,BULKLEY-NECHAKO,15,14,4,,,,9,,,1,1,1,,,,,,3419250,227950,245900,43994,2918
2016-10-15,Nechako & North Coast,BULKLEY-NECHAKO,10,8,1,,,,6,,,1,,,,,2,,,1770231,177023.1,163350,21386.12,1683.5
2016-10-22,Nechako & North Coast,BULKLEY-NECHAKO,31,27,4,,2,,13,,,8,3,,,3,,1,,8340915,269061.8,205000,120822.15,2100
2016-06-01,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,39,32,1,1,,1,27,2,,,7,7,,,,,,7341467,188242.7,105000,91212.17,950
2016-06-08,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,18,17,5,,,,12,,,,1,1,,,,,,3173740,176318.9,169000,40917.3,1690
2016-06-15,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,21,20,1,,,,17,1,,1,1,1,,,,,,6726250,320297.6,315000,98132.5,4300
2016-06-22,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,63,62,12,,1,,47,1,1,,,,,,1,,,15019625,238406.7,250000,197459.6,3000
2016-07-01,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,13,13,,,,,11,1,,1,,,,,,,,3191733,245517.9,220000,41714.65,2400
2016-07-08,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,25,25,3,,,,21,1,,,,,,,,,,5566796,222671.8,225000,76045.46,2500
2016-07-15,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,17,17,,1,,,14,2,,,,,,,,,,3570400,210023.5,198000,47194,1980
2016-07-22,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,52,49,1,1,,,46,1,,,1,1,,,2,,,12177399,234180.8,227450,158577.98,2549
2016-08-01,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,11,9,,,,,9,,,,2,2,,,,,,3422600,311145.5,265000,50155,3300
2016-08-08,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,21,18,1,,,,16,1,,,3,3,,,,,,7216500,343642.9,205000,114580,2100
2016-08-15,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,17,16,3,,,,13,,,,,,,,,,1,4230600,248858.8,269900,56010,3398
2016-08-22,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,35,32,2,,,,29,,,1,2,2,,,,,1,8635400,246725.7,220000,115985,2400
2016-09-01,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,20,13,,,,,12,1,,,,,,,,,7,3589738,179486.9,184500,44647.37,1845
2016-09-08,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,15,11,2,,,,8,1,,,2,2,,,,,2,3507539,233835.9,230000,47024.39,2600
2016-09-15,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,20,18,4,,,,13,1,,,1,1,,,,,1,3591000,179550,139000,47620,1390
2016-09-22,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,29,29,1,1,,,23,2,,2,,,,,,,,6618549,228225.8,210000,84310.49,2200
2016-10-01,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,8,8,,,,,6,1,,1,,,,,,,,1482000,185250,153750,19445,1707.5
2016-10-08,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,19,17,1,,,,12,3,1,,2,2,,,,,,3329850,175255.3,150000,35941.67,1250
2016-10-15,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,15,14,1,1,,,11,,,1,1,1,,,,,,2748190,183212.7,200000,33496.9,2000
2016-10-22,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,20,20,2,,,,10,,,8,,,,,,,,4970300,248515,246250,66878,2925
2016-06-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,23,20,2,,1,,10,3,1,3,,,,,,3,,5319225,231270.6,194000,67958.85,1850
2016-06-08,Northeast,NORTHERN ROCKIES-PEACE RIVER,38,23,4,,,,13,2,,4,7,3,,4,,8,,12722886,334812.8,254500,186657.25,2960.25
2016-06-15,Northeast,NORTHERN ROCKIES-PEACE RIVER,35,29,4,1,2,,16,,,6,1,1,,,1,1,3,9573128,273517.9,250000,135059.16,3000
2016-06-22,Northeast,NORTHERN ROCKIES-PEACE RIVER,46,42,2,,,,33,3,1,3,,,,,,3,1,14188725,308450.5,296356.6,163820.9,3040
2016-07-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,16,13,2,,,,11,,,,,,,,1,2,,4839463,302466.5,293000,70888.07,3860
2016-07-08,Northeast,NORTHERN ROCKIES-PEACE RIVER,26,18,2,1,,,15,,,,1,1,,,,6,1,4704483,180941.7,120000,61954.83,1200
2016-07-15,Northeast,NORTHERN ROCKIES-PEACE RIVER,25,24,4,,3,,17,,,,1,1,,,,,,8093700,323748,325000,112594,3486
2016-07-22,Northeast,NORTHERN ROCKIES-PEACE RIVER,46,36,9,,1,,23,2,,1,2,1,,1,,8,,11250746,244581.4,227500,139143,2181
2016-08-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,24,14,2,,1,,10,,,1,8,5,,3,,2,,29781556,1240898.2,358750,684002.43,4850
2016-08-08,Northeast,NORTHERN ROCKIES-PEACE RIVER,23,19,2,,1,,14,2,,,4,3,,1,,,,10890142,473484.4,335000,166831.5,3560
2016-08-15,Northeast,NORTHERN ROCKIES-PEACE RIVER,25,22,6,,,,15,1,,,2,2,,,,1,,6814454,272578.2,225000,92296.3,2180
2016-08-22,Northeast,NORTHERN ROCKIES-PEACE RIVER,44,38,2,,,,32,1,,3,,,,,1,4,1,12137588,275854.3,252000,136936.29,2475
2016-09-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,21,19,2,,1,,14,1,1,,1,1,,,,1,,9220038,439049.4,325000,162144.07,4500
2016-09-08,Northeast,NORTHERN ROCKIES-PEACE RIVER,22,18,1,,3,,13,,,1,1,,,1,,3,,4660348,211834,169950,63042.63,1699.5
2016-09-15,Northeast,NORTHERN ROCKIES-PEACE RIVER,25,24,3,,1,,19,,,1,1,1,,,,,,9368382,374735.3,305000,110738.75,3000
2016-09-22,Northeast,NORTHERN ROCKIES-PEACE RIVER,59,46,8,1,,,22,4,,11,2,2,,,1,10,,13447175,227918.2,199300,172666.67,1750
2016-10-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,26,21,2,,1,,15,,1,2,1,1,,,,3,1,5739855,220763.7,240000,74982.5,2800
2016-10-08,Northeast,NORTHERN ROCKIES-PEACE RIVER,20,16,2,,,,12,1,1,,4,4,,,,,,6298486,314924.3,263250,74650,2150
2016-10-15,Northeast,NORTHERN ROCKIES-PEACE RIVER,25,19,5,,,,11,,,3,,,,,1,5,,5405351,216214,255000,69487.05,2000
2016-10-22,Northeast,NORTHERN ROCKIES-PEACE RIVER,49,40,5,,1,,26,,,8,5,2,,3,,3,1,49873210,1017820.6,260000,1239099.18,3100
2016-06-01,Thompson/Okanagan,CENTRAL OKANAGAN,185,178,5,1,,,115,52,,5,4,3,,1,2,,1,102432386,553688.6,434000,1720191.53,6530
2016-06-08,Thompson/Okanagan,CENTRAL OKANAGAN,125,122,2,,,2,77,33,,8,3,1,,2,,,,58998514,471988.1,390000,874695.49,5350
2016-06-15,Thompson/Okanagan,CENTRAL OKANAGAN,209,202,8,,2,,131,54,,7,3,3,,,,4,,115876747,554434.2,469000,1862791.79,6870
2016-06-22,Thompson/Okanagan,CENTRAL OKANAGAN,558,545,15,4,5,3,341,152,,25,5,4,,1,4,3,1,301820977,540897.8,455000,4912535.77,6818.5
2016-07-01,Thompson/Okanagan,CENTRAL OKANAGAN,146,144,7,1,,,95,35,,6,2,1,1,,,,,78591299,538296.6,490000,1245933.83,7250
2016-07-08,Thompson/Okanagan,CENTRAL OKANAGAN,195,194,5,,1,,118,59,,11,1,1,,,,,,94646186,485365.1,410000,1421023.32,5621
2016-07-15,Thompson/Okanagan,CENTRAL OKANAGAN,200,197,8,,2,2,127,43,2,13,1,,,1,1,1,,117168869,585844.3,454250,2007212.2,6600
2016-07-22,Thompson/Okanagan,CENTRAL OKANAGAN,442,440,7,2,,2,242,125,1,61,1,,1,,1,,,214915707,486234.6,420000,3370502.58,6067.09
2016-08-01,Thompson/Okanagan,CENTRAL OKANAGAN,196,192,4,,,,105,60,2,21,4,3,1,,,,,103266605,526870.4,432500,1687366.94,6140
2016-08-08,Thompson/Okanagan,CENTRAL OKANAGAN,129,127,3,1,,,65,48,,10,2,1,,1,,,,65742796,509634.1,435000,1051572.27,6640
2016-08-15,Thompson/Okanagan,CENTRAL OKANAGAN,257,257,4,4,,,155,67,1,26,,,,,,,,130996592,509714.4,452754.9,2060531.64,6700
2016-08-22,Thompson/Okanagan,CENTRAL OKANAGAN,466,455,6,2,1,,271,140,1,34,7,2,3,2,1,1,2,237384787,509409.4,433950,3750644.19,6526.5
2016-09-01,Thompson/Okanagan,CENTRAL OKANAGAN,180,175,8,,2,,88,64,,13,4,3,1,,1,,,91405070,507805.9,406600,1452167.35,6018.5
2016-09-08,Thompson/Okanagan,CENTRAL OKANAGAN,144,138,3,1,1,1,69,50,,13,6,1,5,,,,,69481723,482512,417450,1061704.56,5481.5
2016-09-15,Thompson/Okanagan,CENTRAL OKANAGAN,176,172,3,,2,,92,49,1,25,1,1,,,2,1,,102076969,579982.8,439450,1725511.68,6399
2016-09-22,Thompson/Okanagan,CENTRAL OKANAGAN,431,419,6,4,,3,186,109,4,107,9,3,2,4,2,1,,244893845,568199.2,433500,4166438.55,6520
2016-10-01,Thompson/Okanagan,CENTRAL OKANAGAN,139,134,7,,2,,72,29,1,23,4,3,,1,1,,,75315147,541835.6,419000,1213096.96,6200
2016-10-08,Thompson/Okanagan,CENTRAL OKANAGAN,143,136,6,,1,,70,40,,19,3,1,,2,2,2,,73463104,513728,465900,1150570.71,7140
2016-10-15,Thompson/Okanagan,CENTRAL OKANAGAN,125,124,3,,2,,70,35,1,13,1,1,,,,,,67822943,542583.5,440000,1138469.99,6790
2016-10-22,Thompson/Okanagan,CENTRAL OKANAGAN,309,303,6,,3,1,91,61,1,140,4,,1,3,,2,,176055423,569758.6,450000,2972598.13,6740
2016-06-01,Thompson/Okanagan,COLUMBIA SHUSWAP,56,51,5,1,,,39,6,,,3,3,,,1,1,,15533681,277387.2,245000,221430.81,2900
2016-06-08,Thompson/Okanagan,COLUMBIA SHUSWAP,47,41,7,1,1,,24,7,,1,4,3,1,,2,,,19820705,421717.1,300000,333584.05,3700
2016-06-15,Thompson/Okanagan,COLUMBIA SHUSWAP,65,61,9,,1,1,38,7,,5,,,,,3,1,,19416722,298718.8,290000,270320.99,3740
2016-06-22,Thompson/Okanagan,COLUMBIA SHUSWAP,115,108,16,1,3,2,75,10,,1,5,3,1,1,1,1,,34443162,299505.8,262500,477168.38,3200
2016-07-01,Thompson/Okanagan,COLUMBIA SHUSWAP,24,24,3,,,,20,1,,,,,,,,,,7557500,314895.8,300000,112175,4000
2016-07-08,Thompson/Okanagan,COLUMBIA SHUSWAP,56,54,8,,1,,38,3,,4,,,,,1,,1,17103457,305418.9,317500,241486.14,4150
2016-07-15,Thompson/Okanagan,COLUMBIA SHUSWAP,55,50,6,,1,,36,5,,2,1,1,,,1,,3,14901052,270928.2,246450,201590.69,2920
2016-07-22,Thompson/Okanagan,COLUMBIA SHUSWAP,96,86,13,,1,,56,13,,3,3,3,,,7,,,36044073,375459.1,324250,549892.81,4435
2016-08-01,Thompson/Okanagan,COLUMBIA SHUSWAP,25,24,5,,,,17,2,,,1,1,,,,,,8896820,355872.8,300000,124908,3800
2016-08-08,Thompson/Okanagan,COLUMBIA SHUSWAP,36,35,2,1,2,,24,4,,2,1,1,,,,,,11104038,308445.5,291250,152419.36,3749
2016-08-15,Thompson/Okanagan,COLUMBIA SHUSWAP,72,56,4,1,4,,36,7,,4,3,2,,1,12,,1,21769468,302353.7,258750,323604.68,3175
2016-08-22,Thompson/Okanagan,COLUMBIA SHUSWAP,79,76,7,3,1,1,51,11,,2,2,,,2,,1,,26094566,330311,315000,380570.66,4300
2016-09-01,Thompson/Okanagan,COLUMBIA SHUSWAP,36,33,6,,1,,22,3,,1,1,1,,,2,,,12553352,348704.2,317500,184433.52,4350
2016-09-08,Thompson/Okanagan,COLUMBIA SHUSWAP,42,41,9,,,,25,4,,3,1,1,,,,,,11985890,285378.3,323250,170391.43,4465
2016-09-15,Thompson/Okanagan,COLUMBIA SHUSWAP,45,43,3,,,,34,4,,2,2,1,1,,,,,16057848,356841.1,300000,241757.48,4000
2016-09-22,Thompson/Okanagan,COLUMBIA SHUSWAP,85,78,7,1,2,,43,7,,18,2,2,,,2,1,2,30855394,363004.6,325000,476727.5,4400
2016-10-01,Thompson/Okanagan,COLUMBIA SHUSWAP,32,31,4,,,,19,4,,4,1,1,,,,,,11495070,359221,284750,165139.98,3645
2016-10-08,Thompson/Okanagan,COLUMBIA SHUSWAP,31,30,2,,,2,24,1,,1,,,,,,1,,10482600,338148.4,305000,159166,4100
2016-10-15,Thompson/Okanagan,COLUMBIA SHUSWAP,27,26,4,1,2,1,16,1,,1,,,,,,1,,9244300,342381.5,320000,128518.72,4200
2016-10-22,Thompson/Okanagan,COLUMBIA SHUSWAP,61,52,5,2,,1,21,5,,18,3,1,,2,3,,3,20718850,339653.3,275000,312231.5,3500
2016-06-01,Thompson/Okanagan,NORTH OKANAGAN,68,67,6,,5,,41,12,,3,,,,,,1,,23658299,347916.2,362084.4,321070.14,5175
2016-06-08,Thompson/Okanagan,NORTH OKANAGAN,45,39,5,1,1,,21,10,,1,3,3,,,,2,1,16156500,359033.3,330000,242419,4600
2016-06-15,Thompson/Okanagan,NORTH OKANAGAN,74,68,5,,1,,52,7,,3,4,3,,1,,2,,37632259,508544,352100,633730.5,4530
2016-06-22,Thompson/Okanagan,NORTH OKANAGAN,252,248,15,2,64,,118,41,,8,1,,1,,1,2,,85336869,338638.4,332500,1292948.42,4581.25
2016-07-01,Thompson/Okanagan,NORTH OKANAGAN,50,49,4,,2,,36,6,,1,1,,,1,,,,22454071,449081.4,411000,344153,6100
2016-07-08,Thompson/Okanagan,NORTH OKANAGAN,102,102,7,,2,1,78,11,,3,,,,,,,,44335781,434664.5,385950,689321.61,5719
2016-07-15,Thompson/Okanagan,NORTH OKANAGAN,76,73,9,,3,,46,14,,1,1,1,,,1,,1,28207041,371145.3,344500,406124.49,4740
2016-07-22,Thompson/Okanagan,NORTH OKANAGAN,167,159,8,2,4,2,107,28,,8,5,5,,,2,1,,69079864,413651.9,355000,1007286.09,4640
2016-08-01,Thompson/Okanagan,NORTH OKANAGAN,73,72,6,,1,,47,15,,3,1,,,1,,,,29354818,402120.8,359900,418276.5,4700
2016-08-08,Thompson/Okanagan,NORTH OKANAGAN,51,51,3,,1,,29,17,,1,,,,,,,,19625126,384806.4,330000,284762.1,4500
2016-08-15,Thompson/Okanagan,NORTH OKANAGAN,100,99,8,1,1,,63,16,,10,1,1,,,,,,42555129,425551.3,357063,649161.96,4974
2016-08-22,Thompson/Okanagan,NORTH OKANAGAN,171,166,11,,7,,103,32,,13,4,4,,,,1,,66294573,387687.6,360100,951280.78,4900
2016-09-01,Thompson/Okanagan,NORTH OKANAGAN,63,62,4,,,1,38,17,1,1,1,1,,,,,,24111325,382719.4,344000,348552.25,4670
2016-09-08,Thompson/Okanagan,NORTH OKANAGAN,58,55,8,,,1,35,9,,2,,,,,3,,,22713207,391607,361250,318674.56,5075
2016-09-15,Thompson/Okanagan,NORTH OKANAGAN,65,63,6,,5,,39,7,,6,,,,,2,,,26141426,402175.8,345000,370691.82,4360
2016-09-22,Thompson/Okanagan,NORTH OKANAGAN,196,182,16,1,3,1,99,36,,26,14,11,3,,,,,76689888,391274.9,350000,1147975.6,4765
2016-10-01,Thompson/Okanagan,NORTH OKANAGAN,58,49,3,1,4,1,24,9,,7,6,5,,1,3,,,30401240,524159.3,320000,562537.81,4400
2016-10-08,Thompson/Okanagan,NORTH OKANAGAN,66,62,6,,1,1,38,8,,8,1,,1,,1,2,,21707121,328895.8,292500,290714.92,3280
2016-10-15,Thompson/Okanagan,NORTH OKANAGAN,68,63,4,,4,,42,5,,8,2,1,,1,1,2,,27917329,410549,339750,432471.58,4770
2016-10-22,Thompson/Okanagan,NORTH OKANAGAN,115,107,7,,1,,44,16,,39,5,1,,4,3,,,50913234,442723.8,370000,770593.78,5300
2016-06-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,101,95,11,,2,3,62,16,,1,2,2,,,1,2,1,44405320,439656.6,319767.4,708279.42,4000
2016-06-08,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,75,67,7,,2,,47,8,,3,4,2,,2,3,,1,23370518,311606.9,247000,332126.54,2800
2016-06-15,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,87,82,6,5,3,,44,18,1,5,2,2,,,,1,2,33438610,384351.8,345000,479573.6,4800
2016-06-22,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,187,181,16,,5,1,113,37,,9,3,3,,,,2,1,77161588,412628.8,350000,1152851.81,4750
2016-07-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,56,55,3,1,,1,31,14,1,4,,,,,,1,,21484895,383658.8,314000,310873.08,3930
2016-07-08,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,78,68,6,,,,36,22,,4,1,1,,,5,3,1,32662111,418745,311250,467501.38,3560
2016-07-15,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,75,68,8,1,1,1,38,17,,2,2,2,,,3,1,1,26919902,358932,300387.6,403258.4,4007.75
2016-07-22,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,149,144,10,,5,,95,30,,4,2,1,,1,1,2,,56809919,381274.6,330000,858959.71,4600
2016-08-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,65,62,10,,,1,33,17,,1,3,2,,1,,,,25981588,399716.7,320000,391346.26,4000
2016-08-08,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,48,41,5,,2,2,25,5,1,1,4,,,4,3,,,13996989,291603.9,240750,189671.15,2800
2016-08-15,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,99,94,5,1,1,1,53,23,1,9,,,,,4,1,,34612716,349623.4,315000,464954.38,3940
2016-08-22,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,164,154,9,4,3,1,98,27,,12,4,4,,,1,5,,74210089,452500.5,337750,1229538.86,4570
2016-09-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,74,64,7,,1,1,40,12,,3,4,2,,2,2,4,,34116578,461034.8,342500,565022.14,4770
2016-09-08,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,65,63,3,,,,42,13,1,4,1,,,1,,1,,23155300,356235.4,325000,333311,4440
2016-09-15,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,74,67,5,,1,,44,15,1,1,4,2,2,,2,,1,22869864,309052.2,278000,310916.8,3320
2016-09-22,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,183,172,11,2,3,3,78,42,,33,7,4,1,2,4,,,74474511,406964.5,322175,1153159.78,4400
2016-10-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,64,63,3,,1,1,35,16,,7,1,1,,,,,,20405274,318832.4,282807.7,271474.53,3350
2016-10-08,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,64,61,,,3,,37,16,,5,2,2,,,1,,,23093511,360836.1,330000,331072.44,4480
2016-10-15,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,55,54,3,1,1,2,34,8,,5,,,,,,1,,19920700,362194.5,322500,273170.63,3600
2016-10-22,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,101,95,6,1,,,29,15,,44,3,3,,,1,2,,37372825,370028,300000,525239.7,3750
2016-06-01,Thompson/Okanagan,THOMPSON-NICOLA,84,74,7,,3,,48,6,2,8,2,1,,1,3,5,,28054898,333986.9,306950.9,382968.11,3775
2016-06-08,Thompson/Okanagan,THOMPSON-NICOLA,78,71,15,1,,,42,11,,2,6,6,,,,1,,27894475,357621.5,267500,424885.1,3179
2016-06-15,Thompson/Okanagan,THOMPSON-NICOLA,74,69,,,1,,55,8,1,4,4,3,,1,,1,,26324667,355738.7,355000,363944.3,5049
2016-06-22,Thompson/Okanagan,THOMPSON-NICOLA,255,248,19,,4,2,167,43,2,11,2,1,,1,1,1,3,81861106,321023.9,295000,1067235.61,3630
2016-07-01,Thompson/Okanagan,THOMPSON-NICOLA,51,49,2,,,,42,5,,,1,1,,,1,,,20679355,405477.5,380000,300765,5200
2016-07-08,Thompson/Okanagan,THOMPSON-NICOLA,94,91,7,1,1,,64,17,,1,2,2,,,,1,,31928312,339662.9,327775,431718.1,3785
2016-07-15,Thompson/Okanagan,THOMPSON-NICOLA,97,94,8,,1,,65,17,1,2,2,1,1,,,1,,32485900,334906.2,315000,466824.25,4250
2016-07-22,Thompson/Okanagan,THOMPSON-NICOLA,190,188,17,1,4,,123,37,,6,1,1,,,1,,,64016076,336926.7,319900,862442.75,4190
2016-08-01,Thompson/Okanagan,THOMPSON-NICOLA,78,76,6,,1,,55,11,,3,1,,1,,,1,,29427372,377274,350000,417828.55,4850
2016-08-08,Thompson/Okanagan,THOMPSON-NICOLA,79,72,7,,3,,50,11,,1,1,1,,,2,4,,21374319,270561,251700,282296.57,2748
2016-08-15,Thompson/Okanagan,THOMPSON-NICOLA,121,113,8,,4,,79,16,,6,3,,2,1,1,2,2,42493282,351184.1,340000,585479.81,4400
2016-08-22,Thompson/Okanagan,THOMPSON-NICOLA,226,220,12,3,3,,159,39,2,2,1,,1,,1,4,,75464676,333914.5,327000,1012260.54,3870
2016-09-01,Thompson/Okanagan,THOMPSON-NICOLA,96,91,10,,,,53,16,,12,2,2,,,1,,2,28375883,295582.1,230000,378218.99,2420
2016-09-08,Thompson/Okanagan,THOMPSON-NICOLA,60,58,7,,1,,33,8,,9,2,2,,,,,,20033764,333896.1,334500,259651.97,3455
2016-09-15,Thompson/Okanagan,THOMPSON-NICOLA,94,90,6,2,2,,62,14,2,2,1,1,,,2,1,,26205542,278782.4,291000,326892.34,3249
2016-09-22,Thompson/Okanagan,THOMPSON-NICOLA,200,190,17,3,1,1,104,34,,30,3,2,1,,3,4,,68386136,341930.7,325950,937966.81,4200
2016-10-01,Thompson/Okanagan,THOMPSON-NICOLA,63,59,8,1,,,27,12,,11,3,2,,1,1,,,24464944,388332.4,327700,363586.75,3570
2016-10-08,Thompson/Okanagan,THOMPSON-NICOLA,87,85,4,1,1,,60,11,,8,1,1,,,1,,,27622591,317501,315000,363025.3,3620
2016-10-15,Thompson/Okanagan,THOMPSON-NICOLA,76,75,3,,2,,54,7,,9,,,,,,1,,23608172,310633.8,307000,322129.53,3850
2016-10-22,Thompson/Okanagan,THOMPSON-NICOLA,149,141,2,,1,1,66,16,4,51,6,3,,3,1,,1,50744840,340569.4,320000,715791.49,4094
2016-06-01,Unknown/Rural,RURAL-UNKNOWN,52,41,12,1,,,22,,,6,2,,,2,5,3,1,19605274,377024.5,370000,291314.48,5050
2016-06-08,Unknown/Rural,RURAL-UNKNOWN,31,27,9,,,,8,,,10,1,,,1,1,1,1,12154575,392083.1,317000,181915.5,3950
2016-06-15,Unknown/Rural,RURAL-UNKNOWN,43,38,6,,1,,21,2,,8,3,2,1,,1,,1,18322419,426102.8,380000,276085.39,5238.1
2016-06-22,Unknown/Rural,RURAL-UNKNOWN,121,111,27,2,2,,54,2,,24,4,,2,2,6,,,51986306,429638.9,341000,790670.89,4700
2016-07-01,Unknown/Rural,RURAL-UNKNOWN,27,27,5,,,,17,,,5,,,,,,,,10698975,396258.3,359000,162047.5,5180
2016-07-08,Unknown/Rural,RURAL-UNKNOWN,56,51,13,,,,22,,3,13,1,1,,,2,1,1,22615892,403855.2,355000,334710.38,4380.95
2016-07-15,Unknown/Rural,RURAL-UNKNOWN,47,45,10,,1,,27,1,,6,1,,,1,1,,,17106286,363963.5,310000,266599.72,3998
2016-07-22,Unknown/Rural,RURAL-UNKNOWN,113,97,17,,2,,47,3,,28,1,,,1,3,,12,55537124,491479,382500,873537.08,5610
2016-08-01,Unknown/Rural,RURAL-UNKNOWN,138,125,19,1,1,,76,25,,3,4,,4,,4,4,1,62250150,451088,317500,1058270.8,4250
2016-08-08,Unknown/Rural,RURAL-UNKNOWN,101,92,21,,1,,55,12,1,2,1,1,,,7,1,,47395894,469266.3,364761.9,773991.08,5000
2016-08-15,Unknown/Rural,RURAL-UNKNOWN,120,109,20,1,1,,65,12,,10,2,1,,1,7,1,1,48687674,405730.6,330000,826401.21,4150
2016-08-22,Unknown/Rural,RURAL-UNKNOWN,256,243,38,2,6,,155,38,1,3,3,3,,,4,5,1,112028612,437611.8,364500,1736496.41,4790
2016-09-01,Unknown/Rural,RURAL-UNKNOWN,106,95,28,1,2,,46,11,1,6,2,2,,,7,1,1,41430776,390856.4,291000,652549.76,3820
2016-09-08,Unknown/Rural,RURAL-UNKNOWN,71,65,16,1,2,,43,,1,2,,,,,5,,1,24786176,349101.1,210000,383199.77,2200
